代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
002083,10.073,7.7,0,692163329.3999999,0.0,8.13,10.213,9.453,9.843,9.353,1.0,14.43,10.46,9.84,14.46,10.29,0,0,0,0,0
002106,13.28,10.12,1,502239515.00000006,0.0,9.7,13.28,12.11,12.2,12.06,1.0,2.23,13.96,13.96,13.96,13.27,0,0,1,1,0
002079,12.26,5.78,0,541644871.0,0.0,5.61,12.3,11.65,11.8,11.59,1.0,6.89,14.16,13.0,14.16,12.75,0,0,0,0,0
002091,7.69,2.26,0,116747414.99999999,0.0,2.13,7.71,7.55,7.55,7.52,1.0,-3.75,8.88,8.77,10.63,8.27,0,0,0,0,0
002081,5.12,1.79,0,869917602.6666665,0.0,4.77,5.22,4.98,5.1,5.03,1.0,-5.71,8.47,7.3,8.47,5.53,1,0,0,0,0
002115,11.71,1.74,0,339608089.3333333,0.0,2.26,11.74,11.48,11.6,11.51,1.0,-1.1,14.47,12.68,21.0,12.66,0,0,0,0,0
000988,160.98,7.14,0,12023490382.666668,0.0,9.3,160.99,147.01,152.98,150.252,1.0,2.57,175.55,166.09,175.55,165.28,0,0,0,0,0
002125,19.1,5.76,0,1651470912.0000002,0.0,6.31,19.1,17.96,18.21,18.06,1.0,13.25,19.1,19.1,19.1,19.87,1,0,0,0,0
002126,49.09,3.98,0,844854728.3333334,0.0,3.35,49.18,47.6,47.8,47.21,1.0,2.53,61.88,52.01,61.88,51.93,0,0,0,0,0
002121,6.11,0.66,0,190225035.3333333,0.0,3.13,6.23,6.04,6.1,6.07,1.0,-5.86,8.78,8.34,10.74,6.68,0,0,0,0,0
002129,10.26,2.81,0,3330534930.6666665,0.0,6.31,10.33,9.7,9.98,9.98,1.0,15.02,11.14,11.14,11.86,10.98,1,0,0,0,0
002108,4.85,2.32,0,183835079.66666666,0.0,1.69,4.85,4.77,4.78,4.74,1.0,6.13,5.7,5.08,6.44,5.21,0,0,0,0,0
002139,9.68,1.36,0,164354248.3333333,0.0,1.99,9.78,9.59,9.59,9.55,1.0,-5.0,11.75,10.63,14.58,10.51,0,0,0,0,0
002150,25.96,4.42,0,400205739.99999994,0.0,6.68,26.04,24.38,25.0,24.86,1.0,1.84,36.2,34.0,39.41,27.35,0,0,0,0,0
002155,25.65,5.86,0,2120403211.9999998,0.0,4.62,25.8,24.68,24.98,24.23,1.0,6.21,27.19,25.56,43.37,26.65,0,0,0,0,0
002156,61.54,7.55,0,7524294373.333333,0.0,8.56,61.58,56.68,58.66,57.22,1.0,-1.16,78.48,72.5,78.48,62.94,1,0,0,0,0
002167,14.75,3.87,0,1510680477.3333333,0.0,3.73,14.75,14.22,14.39,14.2,1.0,15.69,14.73,14.73,16.6,15.62,1,0,0,0,0
002185,17.13,6.66,0,4950841676.000001,0.0,6.66,17.14,16.07,16.38,16.06,1.0,-5.14,21.94,21.48,21.94,17.67,0,0,0,0,0
002176,11.36,0.98,0,1582291269.0,0.0,3.11,11.55,11.2,11.41,11.25,1.0,6.87,13.77,11.95,16.97,12.38,0,0,0,0,0
002192,90.9,1.29,0,3753005355.0000005,0.0,6.85,92.15,86.0,90.0,89.74,1.0,22.67,93.19,91.67,115.0,98.71,0,0,0,0,0
002112,17.41,4.0,0,232942666.66666666,0.0,4.96,17.71,16.88,17.11,16.74,1.0,3.32,21.03,19.18,28.55,18.41,0,0,0,0,0
002229,13.46,1.2,0,342809113.6666666,0.0,2.03,13.54,13.27,13.3,13.3,1.0,-8.68,18.69,15.19,20.18,14.63,1,0,0,0,0
002240,51.63,1.08,0,4609972058.333333,0.0,8.46,53.47,49.15,51.1,51.08,1.0,21.14,54.05,54.05,63.13,56.19,1,0,0,0,0
002254,17.48,-3.21,0,1632101817.3333335,0.0,5.04,17.97,17.06,17.69,18.06,1.0,2.34,18.92,18.92,18.92,19.87,1,0,0,0,0
002281,225.47,10.0,1,12981451709.0,0.0,9.96,225.47,205.05,206.88,204.97,1.0,8.93,246.8,238.67,246.8,225.47,0,0,1,1,0
002290,82.37,5.29,0,616892981.3333334,0.0,4.77,82.44,78.71,78.72,78.23,1.0,5.14,106.56,92.73,108.7,86.05,0,0,0,0,0
002324,12.8,9.91,1,395290980.0,0.0,6.35,12.87,12.13,12.28,11.646,1.0,5.3,14.67,13.01,25.61,12.81,0,0,1,1,0
002202,21.34,-0.42,0,2755251704.333333,0.0,3.5,21.66,20.91,21.53,21.43,1.0,-1.61,26.3,24.08,37.03,23.57,0,0,0,0,0
002338,53.42,0.91,0,374035858.0,0.0,2.72,53.6,52.16,53.0,52.94,1.0,6.27,67.89,56.2,68.93,58.23,0,0,0,0,0
002340,7.58,2.99,0,1162602528.0,0.0,2.45,7.58,7.4,7.48,7.36,1.0,10.66,8.56,7.92,10.18,8.1,0,0,0,0,0
002326,21.89,1.25,0,536539214.99999994,0.0,2.68,22.27,21.69,21.94,21.62,1.0,-5.36,24.84,23.95,33.0,23.78,0,0,0,0,0
002371,682.22,2.25,0,8417377439.999999,0.0,7.14,687.66,640.0,669.8,667.19,1.0,16.47,721.6,680.99,721.6,733.91,0,0,0,0,0
002353,154.87,6.88,0,3540948900.0,0.0,7.92,155.55,144.08,146.01,144.9,1.0,2.78,162.28,162.28,162.28,159.39,1,0,0,0,0
002384,239.31,10.0,1,19750853723.666668,0.0,11.0,239.31,215.39,222.47,217.55,1.0,12.35,244.7,244.7,244.7,239.31,1,0,1,1,0
002392,8.0,5.4,0,203457616.6666667,0.0,4.08,8.0,7.69,7.7,7.59,1.0,4.71,10.88,8.25,11.33,8.35,0,0,0,0,0
002402,24.86,4.45,0,765857456.0,0.0,3.53,24.87,24.03,24.1,23.8,1.0,2.85,32.46,27.45,57.3,26.18,0,0,0,0,0
002407,40.14,1.18,0,8965998990.0,0.0,8.04,41.0,37.81,39.28,39.67,1.0,19.36,43.89,40.1,43.89,43.64,1,0,0,0,0
002270,20.55,2.09,0,781369661.3333333,0.0,5.02,20.96,19.95,20.63,20.13,1.0,4.95,24.61,22.7,37.8,22.14,1,1,0,0,0
002413,10.33,-0.19,0,635952761.0,0.0,2.51,10.43,10.17,10.33,10.35,1.0,0.58,12.85,10.85,20.29,11.38,0,0,0,0,0
002263,4.15,10.08,1,457734645.0,0.0,7.96,4.15,3.85,3.85,3.77,1.0,13.39,4.19,4.19,5.35,4.15,1,0,1,1,0
002409,138.83,4.39,0,5498574106.333334,0.0,8.18,138.88,128.0,133.32,132.99,1.0,31.44,144.5,144.5,144.5,146.29,1,0,0,0,0
002432,66.99,10.0,1,474660610.6666666,0.0,6.39,66.99,63.1,63.88,60.9,1.0,-1.44,91.5,79.19,93.45,66.99,0,0,1,1,0
002378,37.4,7.97,0,6060101397.0,0.0,10.48,37.88,34.25,34.73,34.64,1.0,24.25,36.66,36.66,48.42,38.1,1,0,0,0,0
002436,40.09,6.06,0,6328508003.333334,0.0,7.41,40.13,37.33,38.2,37.8,1.0,8.35,42.6,42.6,42.6,41.58,0,0,0,0,0
002446,10.7,1.9,0,577659763.3333333,0.0,4.57,10.78,10.3,10.52,10.5,1.0,3.18,11.2,11.2,14.67,11.55,0,0,0,0,0
002453,5.19,-0.95,0,68730045.0,0.0,4.2,5.36,5.14,5.26,5.24,1.0,-1.52,6.44,6.02,8.47,5.76,0,0,0,0,0
002460,71.32,0.22,0,5651652376.999999,0.0,4.09,72.9,69.99,72.05,71.16,1.0,13.64,80.88,72.77,91.67,78.28,0,0,0,0,0
002463,133.76,6.84,0,12923807206.666668,0.0,9.41,134.0,122.22,128.5,125.2,1.0,-2.36,142.78,142.78,142.78,137.72,0,0,0,0,0
002465,13.83,1.1,0,1184070781.0,0.0,2.92,14.0,13.6,13.76,13.68,1.0,-4.36,18.5,16.49,26.56,15.05,0,0,0,0,0
002472,42.81,4.41,0,1407992503.0,0.0,5.22,42.87,40.73,40.99,41.0,1.0,-4.93,46.12,45.98,49.47,45.1,0,0,0,0,0
002478,7.06,0.57,0,146207655.66666666,0.0,2.99,7.22,7.01,7.18,7.02,1.0,2.77,8.23,7.57,13.87,7.72,0,0,0,0,0
002491,24.13,6.16,0,4347359669.333334,0.0,6.29,24.13,22.7,23.66,22.73,1.0,-3.86,28.58,28.58,28.58,25.0,1,0,0,0,0
002471,7.14,-0.83,0,435782932.0,0.0,3.06,7.2,6.98,7.07,7.2,1.0,-11.85,8.45,8.35,10.87,7.92,1,0,0,0,0
002428,101.49,10.0,1,9689013826.0,0.0,9.2,101.49,93.0,95.0,92.26,1.0,29.06,97.0,93.39,105.17,101.49,1,0,1,1,0
002497,23.01,0.7,0,1278277137.0,0.0,4.29,23.68,22.7,23.07,22.85,1.0,12.24,26.0,23.85,32.0,25.14,0,0,0,0,0
002519,6.34,0.63,0,182093487.33333334,0.0,2.22,6.39,6.25,6.35,6.3,1.0,0.0,8.06,6.75,12.62,6.93,0,0,0,0,0
002553,18.22,-0.92,0,165324293.33333334,0.0,2.5,18.52,18.06,18.41,18.39,1.0,-0.6,21.85,20.4,30.9,20.23,0,0,0,0,0
002520,6.68,4.21,0,413053792.0,0.0,6.24,6.88,6.48,6.67,6.41,1.0,4.37,7.04,7.04,7.21,7.05,1,0,0,0,0
002552,64.48,10.0,1,421199616.3333334,0.0,7.28,64.48,60.21,62.7,58.62,1.0,6.3,66.68,66.68,66.68,64.48,1,1,0,2,0
002527,13.89,2.36,0,268845500.0,0.0,3.39,13.91,13.45,13.57,13.57,1.0,-14.73,16.93,16.93,18.58,14.93,1,0,0,0,0
002579,16.35,8.28,0,2025629675.9999998,0.0,7.62,16.43,15.28,15.38,15.1,1.0,-2.79,21.88,21.88,21.88,16.61,1,0,0,0,0
002466,63.72,1.95,0,5886103104.0,0.0,3.87,64.27,61.85,62.99,62.5,1.0,13.38,71.16,64.29,82.49,68.75,0,0,0,0,0
002549,17.21,-0.81,0,744629256.0,0.0,3.05,17.22,16.69,16.99,17.35,1.0,11.75,20.63,18.35,25.35,19.09,1,0,0,0,0
002575,6.17,3.35,0,282374872.0,0.0,3.69,6.19,5.97,5.98,5.97,1.0,9.98,7.5,6.57,9.59,6.57,1,0,0,0,0
002583,9.5,-0.52,0,442700018.33333325,0.0,3.04,9.62,9.33,9.4,9.55,1.0,11.24,10.18,10.18,12.45,10.51,1,0,0,0,0
002594,90.82,-0.85,0,2849360816.0,0.0,1.64,91.9,90.4,91.61,91.6,1.0,-0.41,99.5,96.88,111.82,100.76,0,0,0,0,0
002595,49.37,2.6,0,383334368.0,0.0,3.76,50.3,48.49,50.12,48.12,1.0,0.35,58.79,54.04,69.31,52.93,0,0,0,0,0
002597,22.08,-0.72,0,368755024.0,0.0,2.97,22.6,21.94,22.29,22.24,1.0,17.51,24.74,22.24,29.03,24.46,1,1,0,0,0
002602,13.95,-2.92,0,3781474480.0000005,0.0,6.89,14.62,13.63,14.56,14.37,1.0,-4.39,15.59,15.59,20.82,15.81,0,0,0,0,0
002632,9.97,3.21,0,111251075.66666669,0.0,3.11,10.02,9.72,9.72,9.66,1.0,0.91,11.34,10.84,16.39,10.63,0,0,0,0,0
002636,97.34,8.3,0,5888009250.0,0.0,8.72,98.0,90.16,90.92,89.88,1.0,52.14,93.28,93.28,93.28,98.87,1,0,0,0,0
002543,6.85,0.87,0,36231775.99999999,0.0,3.68,6.99,6.74,6.85,6.791,1.0,-3.4,7.89,7.46,11.74,7.47,0,0,0,0,0
002652,4.66,-3.72,0,131071902.0,0.0,7.02,4.95,4.61,4.86,4.84,1.0,-2.71,6.71,5.74,6.77,5.32,0,0,0,0,0
002601,15.69,2.28,0,910794280.6666666,0.0,5.48,15.92,15.08,15.1,15.34,1.0,11.67,17.47,15.4,23.79,16.87,0,0,0,0,0
002681,4.84,0.83,0,208485610.66666666,0.0,2.92,4.93,4.79,4.81,4.8,1.0,-9.19,5.96,5.65,7.68,5.28,0,0,0,0,0
002647,11.67,0.09,0,221674893.33333337,0.0,3.26,11.88,11.5,11.78,11.66,1.0,0.26,13.2,13.2,14.0,12.83,1,0,0,0,0
002698,11.48,-0.52,0,146653437.33333334,0.0,1.82,11.58,11.37,11.43,11.54,1.0,-10.31,14.65,12.8,18.97,12.69,0,0,0,0,0
002685,6.66,0.45,0,217440666.6666667,0.0,3.92,6.8,6.54,6.67,6.63,1.0,-2.77,9.78,7.97,9.98,7.29,0,0,0,0,0
002709,49.02,-1.25,0,5369691910.0,0.0,3.51,50.31,48.57,50.0,49.64,1.0,4.5,60.4,54.2,64.98,54.6,0,0,0,0,0
002725,13.58,4.86,0,173404049.33333334,0.0,6.8,13.83,12.95,13.09,12.95,1.0,3.43,17.22,15.8,21.18,14.25,0,0,0,0,0
002741,32.59,9.99,1,1076198584.0,0.0,5.03,32.59,31.1,31.16,29.63,1.0,26.61,31.16,30.39,31.16,32.59,1,0,1,1,0
002734,14.9,-1.97,0,283526875.6666667,0.0,5.07,15.49,14.72,15.3,15.2,1.0,-8.31,17.58,17.58,22.34,16.72,0,0,0,0,0
002738,62.5,2.16,0,3159867266.666667,0.0,5.72,64.8,61.3,62.8,61.18,1.0,15.16,76.46,63.14,100.36,67.3,0,0,0,0,0
002756,65.4,-0.14,0,2050031550.0,0.0,6.57,67.1,62.8,66.99,65.49,1.0,16.89,75.12,67.02,89.49,72.04,0,0,0,0,0
002733,37.73,9.27,0,2107888016.0,0.0,6.98,37.98,35.57,36.95,34.53,1.0,12.39,35.96,35.96,35.96,37.98,1,1,0,0,0
002759,26.78,0.64,0,898481484.0,0.0,3.57,27.12,26.17,26.88,26.61,1.0,5.14,39.6,29.24,55.98,29.27,0,0,0,0,0
002765,8.11,0.62,0,149644202.6666667,0.0,5.33,8.32,7.89,8.06,8.06,1.0,0.5,9.72,8.34,14.23,8.87,0,0,0,0,0
002782,23.36,5.94,0,366987328.6666666,0.0,4.67,23.37,22.34,22.34,22.05,1.0,-2.91,31.23,28.32,31.23,24.26,0,0,0,0,0
002747,33.23,3.13,0,2926403823.0000005,0.0,4.72,33.39,31.87,32.79,32.22,1.0,-2.61,39.9,39.9,39.9,35.44,1,0,0,0,0
002796,41.63,6.94,0,438273659.99999994,0.0,7.12,41.95,39.18,39.34,38.93,1.0,0.65,57.0,50.6,67.88,42.82,0,0,0,0,0
